APPLICATION_NAME,RESOLUTION_CODE,RESOLUTION,TICKET_NO,OPEN_DATE,END_STATE_DATE_NEXT_BUSINESS_DATE,CLOSED_DATE,PRIORITY,RESPOND_SLA,ASSIGNEE_NAME,BRIEF_DESCRIPTION,DURATION,WORKNOTE,PRODUCT_TYPE,TYPE,APPLICATION_NAME_MASKED,ASSIGNEE_NAME_MASKED
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03706165,2026-02-06 1:50,2026-02-06 13:24,2026-02-19 8:02,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260205,1 Hour 3 Minutes,"2026-02-11 03:39:07 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-06 02:54:50 - Akhil Durgam (Work notes)
We have reached out to source team for missing files.

From: Durgam, Akhil (Contractor) 
Sent: Friday, February 6, 2026 1:24 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; 'Vaibhav.Bansal2@pfizer.com' <Vaibhav.Bansal2@pfizer.com>; Upreti, Kamal <Kamal.Upreti@pfizer.com>; 'Chalmers, Scott' <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; 'Arup Patranabish' <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.D",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03706165,2026-02-06 1:50,,2026-02-19 8:02,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260205,,"2026-02-11 03:39:07 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-06 02:54:50 - Akhil Durgam (Work notes)
We have reached out to source team for missing files.

From: Durgam, Akhil (Contractor) 
Sent: Friday, February 6, 2026 1:24 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; 'Vaibhav.Bansal2@pfizer.com' <Vaibhav.Bansal2@pfizer.com>; Upreti, Kamal <Kamal.Upreti@pfizer.com>; 'Chalmers, Scott' <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; 'Arup Patranabish' <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.D",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03706165,2026-02-06 1:50,,2026-02-19 8:02,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260205,,"2026-02-11 03:39:07 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-06 02:54:50 - Akhil Durgam (Work notes)
We have reached out to source team for missing files.

From: Durgam, Akhil (Contractor) 
Sent: Friday, February 6, 2026 1:24 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; 'Vaibhav.Bansal2@pfizer.com' <Vaibhav.Bansal2@pfizer.com>; Upreti, Kamal <Kamal.Upreti@pfizer.com>; 'Chalmers, Scott' <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; 'Arup Patranabish' <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.D",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03755159,2026-02-09 1:26,2026-02-12 17:56,2026-02-19 8:11,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260206,1 Day 3 Hours 48 Minutes,"2026-02-11 03:37:17 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-09 01:27:53 - Akhil Durgam (Additional comments)
work in progress.

",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03755159,2026-02-09 1:26,2026-02-19 18:41,2026-02-19 8:11,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260206,7 Days 45 Minutes,"2026-02-11 03:37:17 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-09 01:27:53 - Akhil Durgam (Additional comments)
work in progress.

",,,App_001,User_002
Patient Insights,,,CHG0265933,2026-01-14 6:35,,,3 - Moderate,,DURGAA02,Patient Insights | CMM data issue fix | PROD deployment,,"2026-01-20 02:13:55 - Akhil Durgam (Work notes)
Patient Insights - Verification Summary v1.0.pdf has been attached to CHG0265933

2026-01-20 02:13:51 - Akhil Durgam (Work notes)
Ephotocopy_Patient Insights - Verification Summary v1.0.pdf has been attached to CHG0265933

2026-01-20 01:51:52 - System (Work notes)
Change Assessment Task Closure Notes: proceed to authorize

2026-01-20 01:48:39 - Akhil Durgam (Work notes)
CMM_Deployment Document_Production.docx has been attached to CHG0265933

",,,App_001,User_002
Patient Insights,,,CHG0265933,2026-01-20 1:51,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-01-20 02:13:55 - Akhil Durgam (Work notes)
Patient Insights - Verification Summary v1.0.pdf has been attached to CHG0265933

2026-01-20 02:13:51 - Akhil Durgam (Work notes)
Ephotocopy_Patient Insights - Verification Summary v1.0.pdf has been attached to CHG0265933

2026-01-20 01:51:52 - System (Work notes)
Change Assessment Task Closure Notes: proceed to authorize

2026-01-20 01:48:39 - Akhil Durgam (Work notes)
CMM_Deployment Document_Production.docx has been attached to CHG0265933

",,,App_001,
Patient Insights,,,CHG0273850,2026-01-19 8:19,,,3 - Moderate,,DURGAA02,Patient Insights | Columns are mapped incorrectly in the mapping (m_sflk_scorecard_outbound_sheet_load) in UAT | INC02581077,,"2026-01-20 01:52:46 - System (Work notes)
Change Assessment Task Closure Notes: proceed to authorize

2026-01-19 08:27:24 - Akhil Durgam (Work notes)
CHG0273850_DeploymentDocument_UAT.docx has been attached to CHG0273850

",,,App_001,User_002
Patient Insights,,,CHG0273850,2026-01-20 1:52,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-01-20 01:52:46 - System (Work notes)
Change Assessment Task Closure Notes: proceed to authorize

2026-01-19 08:27:24 - Akhil Durgam (Work notes)
CHG0273850_DeploymentDocument_UAT.docx has been attached to CHG0273850

",,,App_001,
Patient Insights,,,CHG0295632,2026-01-29 2:43,,,3 - Moderate,,DURGAA02,Patient Insights |Adding value in year filter | CHAMP,,"2026-02-05 06:13:16 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-05 05:00:46 - Umapriyadarsini Chandrasekaran (Work notes)
Patient Insights Deployment Guide_CHAMP_UAT.docx has been attached to CHG0295632

",,,App_001,User_002
Patient Insights,,,CHG0295632,2026-02-05 6:13,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-05 06:13:16 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-05 05:00:46 - Umapriyadarsini Chandrasekaran (Work notes)
Patient Insights Deployment Guide_CHAMP_UAT.docx has been attached to CHG0295632

",,,App_001,
Patient Insights,,,CHG0303552,2026-02-02 8:47,,,3 - Moderate,,DURGAA02, Patient Insights| Enhanced Services Tableau Deployment | INC01873407 | UAT Deployment,,"2026-02-03 02:38:01 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-02 08:56:24 - Akhil Durgam (Work notes)
INC01873407 - Patient Insights Deployment Guide_Enhanced_Service_DEV to UAT.docx has been attached to CHG0303552

",,,App_001,User_002
Patient Insights,,,CHG0303552,2026-02-03 2:38,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-03 02:38:01 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-02 08:56:24 - Akhil Durgam (Work notes)
INC01873407 - Patient Insights Deployment Guide_Enhanced_Service_DEV to UAT.docx has been attached to CHG0303552

",,,App_001,
Patient Insights,,,CHG0307829,2026-02-04 1:06,,,3 - Moderate,,DURGAA02,Patient Insights | Deployment of Discrepancy - Persistency Logic | PROD Deployment,,"2026-02-13 10:34:38 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-13 10:32:16 - Akhil Durgam (Work notes)
updated_rule_254 (1).sql has been attached to CHG0307829

2026-02-13 10:32:14 - Akhil Durgam (Work notes)
updated_patient_summary_agg_vw.sql has been attached to CHG0307829

2026-02-13 10:32:13 - Akhil Durgam (Work notes)
non_compliant_typo_fix.sql has been attached to CHG0307829

2026-02-13 10:32:12 - Akhil Durgam (Work notes)
new_brands_for_patience_experience_dashboard.sql has been attached to CHG0307829

2026-02-13 10:32:11 - Akhil Durgam (Work notes)
INC01873107 - Patient Insights Deployment Guide Production.docx has been attached to CHG0307829

",,,App_001,User_002
Patient Insights,,,CHG0307829,2026-02-13 10:34,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-13 10:34:38 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-13 10:32:16 - Akhil Durgam (Work notes)
updated_rule_254 (1).sql has been attached to CHG0307829

2026-02-13 10:32:14 - Akhil Durgam (Work notes)
updated_patient_summary_agg_vw.sql has been attached to CHG0307829

2026-02-13 10:32:13 - Akhil Durgam (Work notes)
non_compliant_typo_fix.sql has been attached to CHG0307829

2026-02-13 10:32:12 - Akhil Durgam (Work notes)
new_brands_for_patience_experience_dashboard.sql has been attached to CHG0307829

2026-02-13 10:32:11 - Akhil Durgam (Work notes)
INC01873107 - Patient Insights Deployment Guide Production.docx has been attached to CHG0307829

",,,App_001,
Patient Insights,,,CHG0309134,2026-02-04 8:01,,,3 - Moderate,,DURGAA02,Patient Insights | Columns are mapped incorrectly in the mapping (m_sflk_scorecard_outbound_sheet_load) in PROD | INC02581077,,"2026-02-05 11:40:56 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-05 11:37:36 - Akhil Durgam (Work notes)
Patient Insights - Verification Summary v1.0_UAT.pdf has been attached to CHG0309134

2026-02-05 11:37:29 - Akhil Durgam (Work notes)
CHG0309134_DeploymentDocument_PROD.docx has been attached to CHG0309134

",,,App_001,User_002
Patient Insights,,,CHG0309134,2026-02-05 11:40,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-05 11:40:56 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-05 11:37:36 - Akhil Durgam (Work notes)
Patient Insights - Verification Summary v1.0_UAT.pdf has been attached to CHG0309134

2026-02-05 11:37:29 - Akhil Durgam (Work notes)
CHG0309134_DeploymentDocument_PROD.docx has been attached to CHG0309134

",,,App_001,
Patient Insights,,,CHG0319496,2026-02-09 10:04,,,3 - Moderate,,DURGAA02,Patient Insights | Deployment of Enhanced Services - WAC Price IICS & Tableau | PROD Deployment,,"2026-02-11 10:56:30 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-11 03:56:34 - Akhil Durgam (Work notes)
Patient Insights - IM45906451 - Verification Summary v1.0_UAT.pdf has been attached to CHG0319496

2026-02-09 10:51:44 - Akhil Durgam (Work notes)
IM45906451INC01873407 - Patient Insights Deployment Guide UAT to PROD.docx has been attached to CHG0319496

",,,App_001,User_002
Patient Insights,,,CHG0319496,2026-02-11 10:56,,,4 - Low,,,CI Outcome: Patient Insights Platform (Biopharma) - 1.0 - Amer - Production,,"2026-02-11 10:56:30 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-11 03:56:34 - Akhil Durgam (Work notes)
Patient Insights - IM45906451 - Verification Summary v1.0_UAT.pdf has been attached to CHG0319496

2026-02-09 10:51:44 - Akhil Durgam (Work notes)
IM45906451INC01873407 - Patient Insights Deployment Guide UAT to PROD.docx has been attached to CHG0319496

",,,App_001,
Patient Insights,,,CHG0319741,2026-02-09 10:57,,,3 - Moderate,,DURGAA02,Patient Insights |Adding value in year filter | CHAMP -PROD Deployment,,"2026-02-16 00:42:20 - System (Work notes)
Change Assessment Task Closure Notes: Proceed to authorize

2026-02-16 00:25:56 - Umapriyadarsini Chandrasekaran (Work notes)
PI Patient Experience_CHAMP- Verification Summary.pdf has been attached to CHG0319741

2026-02-10 05:04:04 - Umapriyadarsini Chandrasekaran (Work notes)
Patient Insights Deployment Guide_CHAMP_Prod.docx has been attached to CHG0319741

",,,App_001,User_002
